region_id,dimension,goal,score
34,trend,CON,-0.027
35,trend,CON,-0.007
36,trend,CON,NA
37,trend,CON,0.021
38,trend,CON,0.021
39,trend,CON,-0.052
40,trend,CON,-0.052
41,trend,CON,-0.007
42,trend,CON,-0.007
301,trend,CON,-0.011
302,trend,CON,-0.093
303,trend,CON,0.062
304,trend,CON,-0.197
305,trend,CON,-0.012
306,trend,CON,0.007
307,trend,CON,0.007
308,trend,CON,0.006
309,trend,CON,0.004
501,trend,CON,0.288
502,trend,CON,-0.605
503,trend,CON,-1
504,trend,CON,-1
505,trend,CON,1
506,trend,CON,0.062
507,trend,CON,-0.327
508,trend,CON,NA
509,trend,CON,0.007
510,trend,CON,0.026
511,trend,CON,NA
512,trend,CON,0.029
513,trend,CON,-0.027
514,trend,CON,-0.007
515,trend,CON,0.021
516,trend,CON,-0.052
517,trend,CON,-0.007
0,future,CS,21
1,future,CS,43.8
2,future,CS,19.3
3,future,CS,65.9
4,future,CS,100
5,future,CS,100
6,future,CS,100
7,future,CS,17.1
8,future,CS,68.1
9,future,CS,24.6
10,future,CS,53.6
11,future,CS,22.6
12,future,CS,NA
13,future,CS,23.2
14,future,CS,17.3
15,future,CS,NA
16,future,CS,2.8
17,future,CS,NA
18,future,CS,8.5
19,future,CS,NA
20,future,CS,7.7
21,future,CS,NA
22,future,CS,NA
23,future,CS,NA
24,future,CS,NA
25,future,CS,9.4
26,future,CS,29.7
27,future,CS,0
28,future,CS,33.4
29,future,CS,24.8
30,future,CS,4.3
31,future,CS,11
32,future,CS,4.9
33,future,CS,0
34,future,CS,17
35,future,CS,22.9
36,future,CS,22.9
37,future,CS,NA
38,future,CS,NA
39,future,CS,NA
40,future,CS,NA
41,future,CS,NA
42,future,CS,NA
301,future,CS,22.7
302,future,CS,37
303,future,CS,33.1
304,future,CS,8.5
305,future,CS,0
306,future,CS,NA
307,future,CS,0
308,future,CS,18.7
309,future,CS,11.9
501,future,CS,26.4
502,future,CS,66.3
503,future,CS,100
504,future,CS,48.8
505,future,CS,46.3
506,future,CS,23
507,future,CS,15.2
508,future,CS,8.5
509,future,CS,8
510,future,CS,29.7
511,future,CS,19
512,future,CS,15.6
513,future,CS,6.4
514,future,CS,22.9
515,future,CS,NA
516,future,CS,NA
517,future,CS,NA
0,pressures,CS,46.3
1,pressures,CS,23
2,pressures,CS,23
3,pressures,CS,23.5
4,pressures,CS,23.5
5,pressures,CS,6.9
6,pressures,CS,6.9
7,pressures,CS,16.5
8,pressures,CS,16.5
9,pressures,CS,21.2
10,pressures,CS,21.2
11,pressures,CS,51.9
12,pressures,CS,51.9
13,pressures,CS,51.9
14,pressures,CS,56.7
15,pressures,CS,56.7
16,pressures,CS,56.7
17,pressures,CS,56.7
18,pressures,CS,74
19,pressures,CS,74
20,pressures,CS,66.4
21,pressures,CS,66.4
22,pressures,CS,66.4
23,pressures,CS,66.4
24,pressures,CS,66.4
25,pressures,CS,66.4
26,pressures,CS,30.2
27,pressures,CS,35
28,pressures,CS,35
29,pressures,CS,40.5
30,pressures,CS,40.5
31,pressures,CS,40.5
32,pressures,CS,50
33,pressures,CS,50
34,pressures,CS,50
35,pressures,CS,30.6
36,pressures,CS,30.6
37,pressures,CS,32.5
38,pressures,CS,32.5
39,pressures,CS,68.2
40,pressures,CS,68.2
41,pressures,CS,61.5
42,pressures,CS,61.5
301,pressures,CS,44.6
302,pressures,CS,32.5
303,pressures,CS,40.8
304,pressures,CS,62
305,pressures,CS,59
306,pressures,CS,66.4
307,pressures,CS,57.9
308,pressures,CS,45
309,pressures,CS,42.8
501,pressures,CS,23
502,pressures,CS,23.5
503,pressures,CS,6.9
504,pressures,CS,16.5
505,pressures,CS,21.2
506,pressures,CS,51.9
507,pressures,CS,56.7
508,pressures,CS,74
509,pressures,CS,66.4
510,pressures,CS,30.2
511,pressures,CS,35
512,pressures,CS,40.5
513,pressures,CS,50
514,pressures,CS,30.6
515,pressures,CS,32.5
516,pressures,CS,68.2
517,pressures,CS,61.5
0,resilience,CS,75.5
1,resilience,CS,83.3
2,resilience,CS,69.9
3,resilience,CS,68.7
4,resilience,CS,67.4
5,resilience,CS,80.8
6,resilience,CS,69
7,resilience,CS,80.1
8,resilience,CS,79.7
9,resilience,CS,79.9
10,resilience,CS,78.9
11,resilience,CS,80.9
12,resilience,CS,68.8
13,resilience,CS,76.5
14,resilience,CS,68.6
15,resilience,CS,67
16,resilience,CS,70.2
17,resilience,CS,62.3
18,resilience,CS,70.1
19,resilience,CS,34.7
20,resilience,CS,81.9
21,resilience,CS,69.3
22,resilience,CS,53.7
23,resilience,CS,75.3
24,resilience,CS,73.9
25,resilience,CS,76.6
26,resilience,CS,76.3
27,resilience,CS,71.2
28,resilience,CS,74.7
29,resilience,CS,81.2
30,resilience,CS,78.2
31,resilience,CS,73.6
32,resilience,CS,80.6
33,resilience,CS,48.2
34,resilience,CS,73.9
35,resilience,CS,80.9
36,resilience,CS,82.6
37,resilience,CS,83.8
38,resilience,CS,83.9
39,resilience,CS,82.3
40,resilience,CS,83.9
41,resilience,CS,84.1
42,resilience,CS,84.6
301,resilience,CS,80.1
302,resilience,CS,69.5
303,resilience,CS,76.4
304,resilience,CS,65.6
305,resilience,CS,49.2
306,resilience,CS,75.3
307,resilience,CS,73.2
308,resilience,CS,74.5
309,resilience,CS,82.7
501,resilience,CS,73.7
502,resilience,CS,68.7
503,resilience,CS,75
504,resilience,CS,79.8
505,resilience,CS,79.2
506,resilience,CS,74.9
507,resilience,CS,65.8
508,resilience,CS,57.1
509,resilience,CS,73.4
510,resilience,CS,76.3
511,resilience,CS,73.2
512,resilience,CS,78.2
513,resilience,CS,66
514,resilience,CS,82.3
515,resilience,CS,83.8
516,resilience,CS,83.3
517,resilience,CS,84.4
0,score,CS,19.7
1,score,CS,40.2
2,score,CS,18
3,score,CS,61.6
4,score,CS,95
5,score,CS,95
6,score,CS,97.5
7,score,CS,15.6
8,score,CS,62.2
9,score,CS,22.6
10,score,CS,49.3
11,score,CS,21.6
12,score,CS,NA
13,score,CS,22.3
14,score,CS,17
15,score,CS,NA
16,score,CS,2.7
17,score,CS,NA
18,score,CS,8.6
19,score,CS,NA
20,score,CS,7.5
21,score,CS,NA
22,score,CS,NA
23,score,CS,NA
24,score,CS,NA
25,score,CS,9.3
26,score,CS,27.7
27,score,CS,0
28,score,CS,31.5
29,score,CS,23.4
30,score,CS,4
31,score,CS,10.4
32,score,CS,4.7
33,score,CS,0
34,score,CS,16.4
35,score,CS,21.3
36,score,CS,21.2
37,score,CS,NA
38,score,CS,NA
39,score,CS,NA
40,score,CS,NA
41,score,CS,NA
42,score,CS,NA
301,score,CS,21.4
302,score,CS,34.6
303,score,CS,30.9
304,score,CS,8.6
305,score,CS,0
306,score,CS,NA
307,score,CS,0
308,score,CS,17.8
309,score,CS,11.1
501,score,CS,24.4
502,score,CS,62
503,score,CS,96.2
504,score,CS,44.6
505,score,CS,42.6
506,score,CS,22
507,score,CS,14.9
508,score,CS,8.6
509,score,CS,7.8
510,score,CS,27.7
511,score,CS,17.9
512,score,CS,14.7
513,score,CS,6.2
514,score,CS,21.2
515,score,CS,NA
516,score,CS,NA
517,score,CS,NA
0,status,CS,18.5
1,status,CS,36.6
2,status,CS,16.7
3,status,CS,57.4
4,status,CS,90
5,status,CS,90
6,status,CS,95
7,status,CS,14.1
8,status,CS,56.3
9,status,CS,20.6
10,status,CS,45
11,status,CS,20.6
12,status,CS,NA
13,status,CS,21.4
14,status,CS,16.7
15,status,CS,NA
16,status,CS,2.7
17,status,CS,NA
18,status,CS,8.6
19,status,CS,NA
20,status,CS,7.3
21,status,CS,NA
22,status,CS,NA
23,status,CS,NA
24,status,CS,NA
25,status,CS,9.1
26,status,CS,25.7
27,status,CS,0
28,status,CS,29.5
29,status,CS,21.9
30,status,CS,3.8
31,status,CS,9.9
32,status,CS,4.5
33,status,CS,0
34,status,CS,15.8
35,status,CS,19.7
36,status,CS,19.5
37,status,CS,NA
38,status,CS,NA
39,status,CS,NA
40,status,CS,NA
41,status,CS,NA
42,status,CS,NA
301,status,CS,20.1
302,status,CS,32.2
303,status,CS,28.7
304,status,CS,8.6
305,status,CS,0
306,status,CS,NA
307,status,CS,0
308,status,CS,16.9
309,status,CS,10.3
501,status,CS,22.4
502,status,CS,57.7
503,status,CS,92.5
504,status,CS,40.4
505,status,CS,38.9
506,status,CS,21.1
507,status,CS,14.7
508,status,CS,8.6
509,status,CS,7.7
510,status,CS,25.7
511,status,CS,16.8
512,status,CS,13.8
513,status,CS,5.9
514,status,CS,19.6
515,status,CS,NA
516,status,CS,NA
517,status,CS,NA
0,trend,CS,NA
1,trend,CS,NA
2,trend,CS,NA
3,trend,CS,NA
4,trend,CS,NA
5,trend,CS,NA
6,trend,CS,NA
7,trend,CS,NA
8,trend,CS,NA
9,trend,CS,NA
10,trend,CS,NA
11,trend,CS,NA
12,trend,CS,NA
13,trend,CS,NA
14,trend,CS,NA
15,trend,CS,NA
16,trend,CS,NA
17,trend,CS,NA
18,trend,CS,NA
19,trend,CS,NA
20,trend,CS,NA
21,trend,CS,NA
22,trend,CS,NA
23,trend,CS,NA
24,trend,CS,NA
25,trend,CS,NA
26,trend,CS,NA
27,trend,CS,NA
28,trend,CS,NA
29,trend,CS,NA
30,trend,CS,NA
31,trend,CS,NA
32,trend,CS,NA
33,trend,CS,NA
34,trend,CS,NA
35,trend,CS,NA
36,trend,CS,NA
37,trend,CS,NA
38,trend,CS,NA
39,trend,CS,NA
40,trend,CS,NA
41,trend,CS,NA
42,trend,CS,NA
301,trend,CS,NA
302,trend,CS,NA
303,trend,CS,NA
304,trend,CS,NA
305,trend,CS,NA
306,trend,CS,NA
307,trend,CS,NA
308,trend,CS,NA
309,trend,CS,NA
501,trend,CS,NA
502,trend,CS,NA
503,trend,CS,NA
504,trend,CS,NA
505,trend,CS,NA
506,trend,CS,NA
507,trend,CS,NA
508,trend,CS,NA
509,trend,CS,NA
510,trend,CS,NA
511,trend,CS,NA
512,trend,CS,NA
513,trend,CS,NA
514,trend,CS,NA
515,trend,CS,NA
516,trend,CS,NA
517,trend,CS,NA
0,future,CW,62.7
1,future,CW,96
2,future,CW,91
3,future,CW,51
4,future,CW,42
5,future,CW,42
6,future,CW,50
7,future,CW,34
8,future,CW,35
9,future,CW,46
10,future,CW,91
11,future,CW,75
12,future,CW,74
13,future,CW,75
14,future,CW,65
15,future,CW,44
16,future,CW,66
17,future,CW,39
18,future,CW,34
19,future,CW,0
20,future,CW,69
21,future,CW,42
22,future,CW,0
23,future,CW,61
24,future,CW,32
25,future,CW,35
26,future,CW,76
27,future,CW,32
28,future,CW,65
29,future,CW,72
30,future,CW,62
31,future,CW,56
32,future,CW,83
33,future,CW,0
34,future,CW,76
35,future,CW,76
36,future,CW,NA
37,future,CW,81
38,future,CW,83
39,future,CW,62
40,future,CW,65
41,future,CW,82
42,future,CW,72
301,future,CW,75.5
302,future,CW,67.9
303,future,CW,71.5
304,future,CW,39.5
305,future,CW,0
306,future,CW,61
307,future,CW,32
308,future,CW,60
309,future,CW,76.2
501,future,CW,92.4
502,future,CW,50.9
503,future,CW,45.9
504,future,CW,34.6
505,future,CW,79.6
506,future,CW,74.6
507,future,CW,50.8
508,future,CW,21.5
509,future,CW,42.9
510,future,CW,76
511,future,CW,50.8
512,future,CW,64.8
513,future,CW,48.5
514,future,CW,76
515,future,CW,81.9
516,future,CW,63.8
517,future,CW,77.4
0,pressures,CW,29.7
1,pressures,CW,9
2,pressures,CW,7.9
3,pressures,CW,12.9
4,pressures,CW,13.5
5,pressures,CW,7.3
6,pressures,CW,10.3
7,pressures,CW,11
8,pressures,CW,11.5
9,pressures,CW,11.5
10,pressures,CW,11.1
11,pressures,CW,48.6
12,pressures,CW,45.6
13,pressures,CW,43.7
14,pressures,CW,40.4
15,pressures,CW,40.9
16,pressures,CW,41.5
17,pressures,CW,46.8
18,pressures,CW,40.2
19,pressures,CW,59.6
20,pressures,CW,40
21,pressures,CW,47.3
22,pressures,CW,69.6
23,pressures,CW,58.3
24,pressures,CW,46.4
25,pressures,CW,44.5
26,pressures,CW,26.9
27,pressures,CW,22.6
28,pressures,CW,18.2
29,pressures,CW,39.8
30,pressures,CW,40.2
31,pressures,CW,49.6
32,pressures,CW,22
33,pressures,CW,42.8
34,pressures,CW,30
35,pressures,CW,6.9
36,pressures,CW,7.2
37,pressures,CW,8.5
38,pressures,CW,8.3
39,pressures,CW,24.9
40,pressures,CW,23.6
41,pressures,CW,24
42,pressures,CW,24
301,pressures,CW,26.9
302,pressures,CW,20.3
303,pressures,CW,31.5
304,pressures,CW,46.2
305,pressures,CW,55.4
306,pressures,CW,58.3
307,pressures,CW,39.9
308,pressures,CW,35.2
309,pressures,CW,17.5
501,pressures,CW,8.2
502,pressures,CW,12.9
503,pressures,CW,8.8
504,pressures,CW,11.3
505,pressures,CW,11.2
506,pressures,CW,45.6
507,pressures,CW,43.2
508,pressures,CW,47.3
509,pressures,CW,48.4
510,pressures,CW,26.9
511,pressures,CW,20.1
512,pressures,CW,42.8
513,pressures,CW,32.4
514,pressures,CW,7.1
515,pressures,CW,8.4
516,pressures,CW,24.1
517,pressures,CW,24
0,resilience,CW,75.5
1,resilience,CW,83.3
2,resilience,CW,69.9
3,resilience,CW,68.7
4,resilience,CW,67.4
5,resilience,CW,80.8
6,resilience,CW,69
7,resilience,CW,80.1
8,resilience,CW,79.7
9,resilience,CW,79.9
10,resilience,CW,78.9
11,resilience,CW,80.9
12,resilience,CW,68.8
13,resilience,CW,76.5
14,resilience,CW,68.6
15,resilience,CW,67.1
16,resilience,CW,70.2
17,resilience,CW,62.3
18,resilience,CW,70.1
19,resilience,CW,34.7
20,resilience,CW,81.9
21,resilience,CW,69.3
22,resilience,CW,53.7
23,resilience,CW,75.3
24,resilience,CW,73.9
25,resilience,CW,76.6
26,resilience,CW,76.3
27,resilience,CW,71.2
28,resilience,CW,74.7
29,resilience,CW,81.2
30,resilience,CW,78.2
31,resilience,CW,73.6
32,resilience,CW,80.6
33,resilience,CW,48.2
34,resilience,CW,73.9
35,resilience,CW,80.9
36,resilience,CW,82.6
37,resilience,CW,83.8
38,resilience,CW,83.9
39,resilience,CW,82.3
40,resilience,CW,83.9
41,resilience,CW,84.1
42,resilience,CW,84.6
301,resilience,CW,80.1
302,resilience,CW,69.5
303,resilience,CW,76.4
304,resilience,CW,65.6
305,resilience,CW,49.2
306,resilience,CW,75.3
307,resilience,CW,73.2
308,resilience,CW,74.5
309,resilience,CW,82.7
501,resilience,CW,73.7
502,resilience,CW,68.7
503,resilience,CW,75
504,resilience,CW,79.8
505,resilience,CW,79.2
506,resilience,CW,74.9
507,resilience,CW,65.8
508,resilience,CW,57.1
509,resilience,CW,73.4
510,resilience,CW,76.3
511,resilience,CW,73.2
512,resilience,CW,78.2
513,resilience,CW,66
514,resilience,CW,82.3
515,resilience,CW,83.8
516,resilience,CW,83.3
517,resilience,CW,84.4
0,score,CW,60
1,score,CW,90
2,score,CW,86
3,score,CW,53
4,score,CW,43
5,score,CW,45
6,score,CW,55
7,score,CW,38
8,score,CW,38
9,score,CW,40
10,score,CW,78
11,score,CW,73
12,score,CW,73
13,score,CW,71
14,score,CW,66
15,score,CW,45
16,score,CW,66
17,score,CW,40
18,score,CW,33
19,score,CW,0
20,score,CW,68
21,score,CW,41
22,score,CW,0
23,score,CW,61
24,score,CW,32
25,score,CW,34
26,score,CW,72
27,score,CW,31
28,score,CW,63
29,score,CW,70
30,score,CW,60
31,score,CW,54
32,score,CW,76
33,score,CW,0
34,score,CW,71
35,score,CW,70
36,score,CW,NA
37,score,CW,75
38,score,CW,76
39,score,CW,61
40,score,CW,63
41,score,CW,78
42,score,CW,67
301,score,CW,72.3
302,score,CW,66.5
303,score,CW,67.1
304,score,CW,39.6
305,score,CW,0
306,score,CW,61
307,score,CW,31.7
308,score,CW,57.5
309,score,CW,70.7
501,score,CW,87.1
502,score,CW,52.9
503,score,CW,49.9
504,score,CW,38
505,score,CW,68.4
506,score,CW,72.2
507,score,CW,51.8
508,score,CW,20.9
509,score,CW,42.4
510,score,CW,72
511,score,CW,49.2
512,score,CW,62.8
513,score,CW,44.8
514,score,CW,70
515,score,CW,75.5
516,score,CW,62.2
517,score,CW,72.9
0,status,CW,57.1
1,status,CW,83
2,status,CW,80
3,status,CW,55
4,status,CW,44
5,status,CW,46
6,status,CW,58
7,status,CW,41
8,status,CW,40
9,status,CW,34
10,status,CW,65
11,status,CW,71
12,status,CW,72
13,status,CW,67
14,status,CW,66
15,status,CW,45
16,status,CW,65
17,status,CW,41
18,status,CW,32
19,status,CW,0
20,status,CW,66
21,status,CW,41
22,status,CW,0
23,status,CW,61
24,status,CW,31
25,status,CW,33
26,status,CW,69
27,status,CW,30
28,status,CW,60
29,status,CW,67
30,status,CW,57
31,status,CW,53
32,status,CW,70
33,status,CW,0
34,status,CW,67
35,status,CW,64
36,status,CW,NA
37,status,CW,69
38,status,CW,69
39,status,CW,60
40,status,CW,61
41,status,CW,73
42,status,CW,62
301,status,CW,68.8
302,status,CW,64.5
303,status,CW,62.5
304,status,CW,40
305,status,CW,0
306,status,CW,61
307,status,CW,30.7
308,status,CW,55.2
309,status,CW,65.2
501,status,CW,80.9
502,status,CW,54.9
503,status,CW,51.9
504,status,CW,40.4
505,status,CW,57.2
506,status,CW,69.8
507,status,CW,52.1
508,status,CW,20.2
509,status,CW,41.4
510,status,CW,69
511,status,CW,47.1
512,status,CW,60.3
513,status,CW,41.7
514,status,CW,64
515,status,CW,69
516,status,CW,60.6
517,status,CW,67.9
0,trend,CW,-0.05
1,trend,CW,0.096
2,trend,CW,0.099
3,trend,CW,-0.135
4,trend,CW,-0.132
5,trend,CW,-0.343
6,trend,CW,-0.34
7,trend,CW,-0.29
8,trend,CW,-0.287
9,trend,CW,0.337
10,trend,CW,0.34
11,trend,CW,-0.003
12,trend,CW,0.001
13,trend,CW,0.004
14,trend,CW,-0.099
15,trend,CW,-0.096
16,trend,CW,-0.092
17,trend,CW,-0.126
18,trend,CW,-0.03
19,trend,CW,0.02
20,trend,CW,-0.061
21,trend,CW,-0.088
22,trend,CW,-0.054
23,trend,CW,-0.061
24,trend,CW,-0.074
25,trend,CW,-0.061
26,trend,CW,-0.025
27,trend,CW,-0.225
28,trend,CW,-0.205
29,trend,CW,-0.034
30,trend,CW,-0.03
31,trend,CW,-0.034
32,trend,CW,0.001
33,trend,CW,0.004
34,trend,CW,-0.002
35,trend,CW,-0.014
36,trend,CW,NA
37,trend,CW,-0.046
38,trend,CW,-0.043
39,trend,CW,-0.157
40,trend,CW,-0.154
41,trend,CW,-0.046
42,trend,CW,-0.042
301,trend,CW,-0.044
302,trend,CW,-0.013
303,trend,CW,0.024
304,trend,CW,-0.102
305,trend,CW,-0.018
306,trend,CW,-0.061
307,trend,CW,-0.115
308,trend,CW,-0.081
309,trend,CW,-0.043
501,trend,CW,0.098
502,trend,CW,-0.135
503,trend,CW,-0.342
504,trend,CW,-0.288
505,trend,CW,0.339
506,trend,CW,0.001
507,trend,CW,-0.109
508,trend,CW,-0.012
509,trend,CW,-0.068
510,trend,CW,-0.025
511,trend,CW,-0.214
512,trend,CW,-0.033
513,trend,CW,0.001
514,trend,CW,-0.013
515,trend,CW,-0.045
516,trend,CW,-0.155
517,trend,CW,-0.044
0,future,ECO,96.8
1,future,ECO,100
2,future,ECO,100
3,future,ECO,100
4,future,ECO,65.9
5,future,ECO,100
6,future,ECO,100
7,future,ECO,100
8,future,ECO,68.2
9,future,ECO,100
10,future,ECO,68
11,future,ECO,100
12,future,ECO,100
13,future,ECO,67.6
14,future,ECO,100
15,future,ECO,100
16,future,ECO,66.4
17,future,ECO,84.4
18,future,ECO,86.4
19,future,ECO,NA
20,future,ECO,100
21,future,ECO,86.2
22,future,ECO,NA
23,future,ECO,100
24,future,ECO,100
25,future,ECO,100
26,future,ECO,100
27,future,ECO,99.8
28,future,ECO,100
29,future,ECO,100
30,future,ECO,95.2
31,future,ECO,100
32,future,ECO,95.8
33,future,ECO,NA
34,future,ECO,100
35,future,ECO,100
36,future,ECO,96.3
37,future,ECO,100
38,future,ECO,96.7
39,future,ECO,100
40,future,ECO,96.7
41,future,ECO,100
42,future,ECO,96.9
301,future,ECO,100
302,future,ECO,100
303,future,ECO,67.5
304,future,ECO,85.3
305,future,ECO,NA
306,future,ECO,100
307,future,ECO,100
308,future,ECO,100
309,future,ECO,96.4
501,future,ECO,100
502,future,ECO,99.7
503,future,ECO,100
504,future,ECO,80.2
505,future,ECO,76.1
506,future,ECO,87
507,future,ECO,91.6
508,future,ECO,86.4
509,future,ECO,97.7
510,future,ECO,100
511,future,ECO,99.9
512,future,ECO,98.8
513,future,ECO,97.8
514,future,ECO,97
515,future,ECO,98.4
516,future,ECO,98
517,future,ECO,98.5
0,pressures,ECO,21.9
1,pressures,ECO,15.1
2,pressures,ECO,15.6
3,pressures,ECO,15.6
4,pressures,ECO,19.5
5,pressures,ECO,15.1
6,pressures,ECO,15.6
7,pressures,ECO,15.6
8,pressures,ECO,19.5
9,pressures,ECO,15.6
10,pressures,ECO,19.5
11,pressures,ECO,15.1
12,pressures,ECO,15.6
13,pressures,ECO,19.5
14,pressures,ECO,15.1
15,pressures,ECO,15.6
16,pressures,ECO,19.5
17,pressures,ECO,33
18,pressures,ECO,33
19,pressures,ECO,64.7
20,pressures,ECO,15.1
21,pressures,ECO,33
22,pressures,ECO,64.7
23,pressures,ECO,31
24,pressures,ECO,34.5
25,pressures,ECO,26.3
26,pressures,ECO,15.1
27,pressures,ECO,34.5
28,pressures,ECO,26.3
29,pressures,ECO,15.1
30,pressures,ECO,14.6
31,pressures,ECO,26.3
32,pressures,ECO,14.6
33,pressures,ECO,64.7
34,pressures,ECO,26.3
35,pressures,ECO,15.1
36,pressures,ECO,14.6
37,pressures,ECO,15.1
38,pressures,ECO,14.6
39,pressures,ECO,15.1
40,pressures,ECO,14.6
41,pressures,ECO,15.1
42,pressures,ECO,14.6
301,pressures,ECO,15.1
302,pressures,ECO,15.6
303,pressures,ECO,19.5
304,pressures,ECO,33
305,pressures,ECO,64.7
306,pressures,ECO,31
307,pressures,ECO,34.5
308,pressures,ECO,26.3
309,pressures,ECO,14.6
501,pressures,ECO,15.5
502,pressures,ECO,15.6
503,pressures,ECO,15.4
504,pressures,ECO,18
505,pressures,ECO,18.5
506,pressures,ECO,17
507,pressures,ECO,22.8
508,pressures,ECO,44.7
509,pressures,ECO,31.5
510,pressures,ECO,15.1
511,pressures,ECO,29.8
512,pressures,ECO,18.3
513,pressures,ECO,37.5
514,pressures,ECO,14.7
515,pressures,ECO,14.9
516,pressures,ECO,14.8
517,pressures,ECO,14.9
0,resilience,ECO,75.5
1,resilience,ECO,83.3
2,resilience,ECO,69.9
3,resilience,ECO,68.7
4,resilience,ECO,67.4
5,resilience,ECO,80.8
6,resilience,ECO,69
7,resilience,ECO,80.1
8,resilience,ECO,79.7
9,resilience,ECO,79.9
10,resilience,ECO,78.9
11,resilience,ECO,80.9
12,resilience,ECO,68.8
13,resilience,ECO,76.5
14,resilience,ECO,68.6
15,resilience,ECO,67
16,resilience,ECO,70.2
17,resilience,ECO,62.3
18,resilience,ECO,70.1
19,resilience,ECO,34.7
20,resilience,ECO,81.9
21,resilience,ECO,69.3
22,resilience,ECO,53.7
23,resilience,ECO,75.3
24,resilience,ECO,73.9
25,resilience,ECO,76.6
26,resilience,ECO,76.3
27,resilience,ECO,71.2
28,resilience,ECO,74.7
29,resilience,ECO,81.2
30,resilience,ECO,78.2
31,resilience,ECO,73.6
32,resilience,ECO,80.6
33,resilience,ECO,48.2
34,resilience,ECO,73.9
35,resilience,ECO,80.9
36,resilience,ECO,82.6
37,resilience,ECO,83.8
38,resilience,ECO,83.9
39,resilience,ECO,82.3
40,resilience,ECO,83.9
41,resilience,ECO,84.1
42,resilience,ECO,84.6
301,resilience,ECO,80.1
302,resilience,ECO,69.5
303,resilience,ECO,76.4
304,resilience,ECO,65.6
305,resilience,ECO,49.2
306,resilience,ECO,75.3
307,resilience,ECO,73.2
308,resilience,ECO,74.5
309,resilience,ECO,82.7
501,resilience,ECO,73.7
502,resilience,ECO,68.7
503,resilience,ECO,75
504,resilience,ECO,79.8
505,resilience,ECO,79.2
506,resilience,ECO,74.9
507,resilience,ECO,65.8
508,resilience,ECO,57.1
509,resilience,ECO,73.4
510,resilience,ECO,76.3
511,resilience,ECO,73.2
512,resilience,ECO,78.2
513,resilience,ECO,66
514,resilience,ECO,82.3
515,resilience,ECO,83.8
516,resilience,ECO,83.3
517,resilience,ECO,84.4
0,score,ECO,92.9
1,score,ECO,100
2,score,ECO,92.8
3,score,ECO,92.8
4,score,ECO,61.4
5,score,ECO,100
6,score,ECO,92.8
7,score,ECO,92.8
8,score,ECO,62.5
9,score,ECO,92.8
10,score,ECO,62.4
11,score,ECO,100
12,score,ECO,92.8
13,score,ECO,62.2
14,score,ECO,100
15,score,ECO,92.8
16,score,ECO,61.6
17,score,ECO,80.7
18,score,ECO,81.7
19,score,ECO,NA
20,score,ECO,100
21,score,ECO,81.6
22,score,ECO,NA
23,score,ECO,100
24,score,ECO,94.5
25,score,ECO,97
26,score,ECO,100
27,score,ECO,94.4
28,score,ECO,97
29,score,ECO,100
30,score,ECO,87
31,score,ECO,97
32,score,ECO,87.3
33,score,ECO,NA
34,score,ECO,97
35,score,ECO,100
36,score,ECO,87.5
37,score,ECO,100
38,score,ECO,87.7
39,score,ECO,100
40,score,ECO,87.7
41,score,ECO,100
42,score,ECO,87.8
301,score,ECO,100
302,score,ECO,92.8
303,score,ECO,62.2
304,score,ECO,81.1
305,score,ECO,NA
306,score,ECO,100
307,score,ECO,94.5
308,score,ECO,97
309,score,ECO,87.5
501,score,ECO,94.9
502,score,ECO,92.5
503,score,ECO,96.5
504,score,ECO,73.9
505,score,ECO,70.1
506,score,ECO,82.3
507,score,ECO,88.5
508,score,ECO,81.7
509,score,ECO,94.9
510,score,ECO,100
511,score,ECO,95.9
512,score,ECO,95.9
513,score,ECO,91.8
514,score,ECO,89.7
515,score,ECO,94.2
516,score,ECO,92.6
517,score,ECO,94.3
0,status,ECO,89.1
1,status,ECO,100
2,status,ECO,85.6
3,status,ECO,85.6
4,status,ECO,56.9
5,status,ECO,100
6,status,ECO,85.6
7,status,ECO,85.6
8,status,ECO,56.9
9,status,ECO,85.6
10,status,ECO,56.9
11,status,ECO,100
12,status,ECO,85.6
13,status,ECO,56.9
14,status,ECO,100
15,status,ECO,85.6
16,status,ECO,56.9
17,status,ECO,77
18,status,ECO,77
19,status,ECO,NA
20,status,ECO,100
21,status,ECO,77
22,status,ECO,NA
23,status,ECO,100
24,status,ECO,89.1
25,status,ECO,94
26,status,ECO,100
27,status,ECO,89.1
28,status,ECO,94
29,status,ECO,100
30,status,ECO,78.7
31,status,ECO,94
32,status,ECO,78.7
33,status,ECO,NA
34,status,ECO,94
35,status,ECO,100
36,status,ECO,78.7
37,status,ECO,100
38,status,ECO,78.7
39,status,ECO,100
40,status,ECO,78.7
41,status,ECO,100
42,status,ECO,78.7
301,status,ECO,100
302,status,ECO,85.6
303,status,ECO,56.9
304,status,ECO,77
305,status,ECO,NA
306,status,ECO,100
307,status,ECO,89.1
308,status,ECO,94
309,status,ECO,78.7
501,status,ECO,89.7
502,status,ECO,85.3
503,status,ECO,92.9
504,status,ECO,67.7
505,status,ECO,64.1
506,status,ECO,77.6
507,status,ECO,85.5
508,status,ECO,77
509,status,ECO,92.1
510,status,ECO,100
511,status,ECO,91.9
512,status,ECO,92.9
513,status,ECO,85.8
514,status,ECO,82.4
515,status,ECO,89.9
516,status,ECO,87.1
517,status,ECO,90.1
0,trend,ECO,NA
1,trend,ECO,NA
