region_id,dimension,goal,score
22,score,FP,91.5
23,score,FP,86.6
24,score,FP,88
25,score,FP,88.6
26,score,FP,86.7
27,score,FP,96.4
28,score,FP,96.4
29,score,FP,95.2
30,score,FP,94.5
31,score,FP,91.8
32,score,FP,95.1
33,score,FP,90.4
34,score,FP,92.6
35,score,FP,96
36,score,FP,96
37,score,FP,80.4
38,score,FP,80.4
39,score,FP,77.1
40,score,FP,77.7
41,score,FP,78.1
42,score,FP,78.1
301,score,FP,82.3
302,score,FP,58.2
303,score,FP,57.4
304,score,FP,84.5
305,score,FP,90.5
306,score,FP,86.6
307,score,FP,90.3
308,score,FP,92.8
309,score,FP,85.8
501,score,FP,48.6
502,score,FP,50.8
503,score,FP,52.6
504,score,FP,52.6
505,score,FP,52.3
506,score,FP,59.1
507,score,FP,83.9
508,score,FP,85.7
509,score,FP,87.3
510,score,FP,86.7
511,score,FP,96.4
512,score,FP,94
513,score,FP,92.6
514,score,FP,96
515,score,FP,80.4
516,score,FP,77.4
517,score,FP,78.1
0,status,FP,78.6
1,status,FP,47
2,status,FP,47
3,status,FP,49.4
4,status,FP,49.4
5,status,FP,49.4
6,status,FP,49.4
7,status,FP,49.4
8,status,FP,49.4
9,status,FP,49.4
10,status,FP,49.4
11,status,FP,61.2
12,status,FP,59.5
13,status,FP,60.3
14,status,FP,83.4
15,status,FP,93.9
16,status,FP,60.3
17,status,FP,84.3
18,status,FP,85.9
19,status,FP,93.9
20,status,FP,82.7
21,status,FP,85.9
22,status,FP,93.9
23,status,FP,85.1
24,status,FP,87.1
25,status,FP,87.3
26,status,FP,82.2
27,status,FP,92.8
28,status,FP,92.8
29,status,FP,91.9
30,status,FP,91.9
31,status,FP,91.9
32,status,FP,91.9
33,status,FP,91.9
34,status,FP,91.9
35,status,FP,91.9
36,status,FP,91.9
37,status,FP,71.2
38,status,FP,71.2
39,status,FP,71.2
40,status,FP,71.2
41,status,FP,71.2
42,status,FP,71.2
301,status,FP,77.6
302,status,FP,57.4
303,status,FP,56.3
304,status,FP,85
305,status,FP,92.9
306,status,FP,85.1
307,status,FP,88.7
308,status,FP,91.5
309,status,FP,79.5
501,status,FP,47
502,status,FP,49.4
503,status,FP,49.4
504,status,FP,49.4
505,status,FP,49.4
506,status,FP,60.2
507,status,FP,84.2
508,status,FP,88.8
509,status,FP,86.3
510,status,FP,82.2
511,status,FP,92.8
512,status,FP,91.9
513,status,FP,91.9
514,status,FP,91.9
515,status,FP,71.2
516,status,FP,71.2
517,status,FP,71.2
0,trend,FP,-0.035
1,trend,FP,-0.17
2,trend,FP,-0.17
3,trend,FP,-0.12
4,trend,FP,-0.12
5,trend,FP,-0.12
6,trend,FP,-0.12
7,trend,FP,-0.12
8,trend,FP,-0.12
9,trend,FP,-0.12
10,trend,FP,-0.12
11,trend,FP,-0.1
12,trend,FP,-0.18
13,trend,FP,-0.11
14,trend,FP,-0.06
15,trend,FP,-0.05
16,trend,FP,-0.11
17,trend,FP,-0.09
18,trend,FP,-0.05
19,trend,FP,-0.09
20,trend,FP,-0.06
21,trend,FP,-0.05
22,trend,FP,-0.09
23,trend,FP,-0.07
24,trend,FP,-0.08
25,trend,FP,-0.07
26,trend,FP,-0.06
27,trend,FP,0.07
28,trend,FP,0.07
29,trend,FP,-0.07
30,trend,FP,-0.07
31,trend,FP,-0.07
32,trend,FP,-0.07
33,trend,FP,-0.07
34,trend,FP,-0.07
35,trend,FP,-0.07
36,trend,FP,-0.07
37,trend,FP,0.09
38,trend,FP,0.09
39,trend,FP,0.09
40,trend,FP,0.09
41,trend,FP,0.09
42,trend,FP,0.09
301,trend,FP,-0.015
302,trend,FP,-0.136
303,trend,FP,-0.114
304,trend,FP,-0.072
305,trend,FP,-0.08
306,trend,FP,-0.07
307,trend,FP,-0.039
308,trend,FP,-0.029
309,trend,FP,0.026
501,trend,FP,-0.17
502,trend,FP,-0.12
503,trend,FP,-0.12
504,trend,FP,-0.12
505,trend,FP,-0.12
506,trend,FP,-0.132
507,trend,FP,-0.074
508,trend,FP,-0.065
509,trend,FP,-0.069
510,trend,FP,-0.06
511,trend,FP,0.07
512,trend,FP,-0.07
513,trend,FP,-0.07
514,trend,FP,-0.07
515,trend,FP,0.09
516,trend,FP,0.09
517,trend,FP,0.09
0,future,ICO,82.6
1,future,ICO,92.3
2,future,ICO,89.4
3,future,ICO,87.4
4,future,ICO,86.1
5,future,ICO,94.1
6,future,ICO,89.7
7,future,ICO,79.3
8,future,ICO,79.6
9,future,ICO,88.9
10,future,ICO,89.5
11,future,ICO,82.1
12,future,ICO,80.6
13,future,ICO,84
14,future,ICO,84.8
15,future,ICO,84.3
16,future,ICO,85.4
17,future,ICO,83
18,future,ICO,76
19,future,ICO,67.6
20,future,ICO,88.1
21,future,ICO,84.1
22,future,ICO,80.7
23,future,ICO,86.5
24,future,ICO,86
25,future,ICO,86.3
26,future,ICO,82.4
27,future,ICO,81.1
28,future,ICO,84.5
29,future,ICO,88.9
30,future,ICO,87.8
31,future,ICO,84
32,future,ICO,80.3
33,future,ICO,72.8
34,future,ICO,76.8
35,future,ICO,78.7
36,future,ICO,78.9
37,future,ICO,79.1
38,future,ICO,79.1
39,future,ICO,76
40,future,ICO,76.9
41,future,ICO,77.5
42,future,ICO,77.6
301,future,ICO,83.3
302,future,ICO,86.5
303,future,ICO,84.9
304,future,ICO,82.6
305,future,ICO,75.6
306,future,ICO,86.5
307,future,ICO,84.7
308,future,ICO,82.8
309,future,ICO,79.9
501,future,ICO,90.3
502,future,ICO,87.3
503,future,ICO,91.9
504,future,ICO,79.5
505,future,ICO,89.3
506,future,ICO,82.3
507,future,ICO,84
508,future,ICO,72.9
509,future,ICO,85.8
510,future,ICO,82.4
511,future,ICO,83
512,future,ICO,87.2
513,future,ICO,76.4
514,future,ICO,78.9
515,future,ICO,79.1
516,future,ICO,76.5
517,future,ICO,77.6
0,pressures,ICO,44.1
1,pressures,ICO,32.1
2,pressures,ICO,29.8
3,pressures,ICO,36.7
4,pressures,ICO,40.2
5,pressures,ICO,22.7
6,pressures,ICO,28.1
7,pressures,ICO,29.7
8,pressures,ICO,28.2
9,pressures,ICO,33
10,pressures,ICO,29.8
11,pressures,ICO,60.7
12,pressures,ICO,54.7
13,pressures,ICO,48.9
14,pressures,ICO,54.2
15,pressures,ICO,54.9
16,pressures,ICO,53.5
17,pressures,ICO,55
18,pressures,ICO,57.8
19,pressures,ICO,56.9
20,pressures,ICO,55.2
21,pressures,ICO,57.7
22,pressures,ICO,54.7
23,pressures,ICO,54.7
24,pressures,ICO,55.2
25,pressures,ICO,56.7
26,pressures,ICO,32.4
27,pressures,ICO,42.3
28,pressures,ICO,31.7
29,pressures,ICO,43.3
30,pressures,ICO,44.3
31,pressures,ICO,54.6
32,pressures,ICO,45.9
33,pressures,ICO,44.7
34,pressures,ICO,53.5
35,pressures,ICO,33.3
36,pressures,ICO,34
37,pressures,ICO,34.5
38,pressures,ICO,34.5
39,pressures,ICO,46.6
40,pressures,ICO,44.5
41,pressures,ICO,41.6
42,pressures,ICO,42
301,pressures,ICO,41.9
302,pressures,ICO,39.3
303,pressures,ICO,42.5
304,pressures,ICO,56.3
305,pressures,ICO,49.9
306,pressures,ICO,54.7
307,pressures,ICO,51.7
308,pressures,ICO,48
309,pressures,ICO,38.9
501,pressures,ICO,30.5
502,pressures,ICO,36.7
503,pressures,ICO,25.4
504,pressures,ICO,28.7
505,pressures,ICO,30.6
506,pressures,ICO,53.8
507,pressures,ICO,54.6
508,pressures,ICO,57.4
509,pressures,ICO,55.6
510,pressures,ICO,32.4
511,pressures,ICO,36.3
512,pressures,ICO,46.9
513,pressures,ICO,47.6
514,pressures,ICO,33.9
515,pressures,ICO,34.5
516,pressures,ICO,45.3
517,pressures,ICO,41.8
0,resilience,ICO,75.5
1,resilience,ICO,83.3
2,resilience,ICO,69.9
3,resilience,ICO,68.7
4,resilience,ICO,67.4
5,resilience,ICO,80.8
6,resilience,ICO,69
7,resilience,ICO,80.1
8,resilience,ICO,79.7
9,resilience,ICO,79.9
10,resilience,ICO,78.9
11,resilience,ICO,80.9
12,resilience,ICO,68.8
13,resilience,ICO,76.5
14,resilience,ICO,68.6
15,resilience,ICO,67
16,resilience,ICO,70.2
17,resilience,ICO,62.3
18,resilience,ICO,70.1
19,resilience,ICO,34.7
20,resilience,ICO,81.9
21,resilience,ICO,69.3
22,resilience,ICO,53.7
23,resilience,ICO,75.3
24,resilience,ICO,73.9
25,resilience,ICO,76.6
26,resilience,ICO,76.3
27,resilience,ICO,71.2
28,resilience,ICO,74.7
29,resilience,ICO,81.2
30,resilience,ICO,78.2
31,resilience,ICO,73.6
32,resilience,ICO,80.6
33,resilience,ICO,48.2
34,resilience,ICO,73.9
35,resilience,ICO,80.9
36,resilience,ICO,82.6
37,resilience,ICO,83.8
38,resilience,ICO,83.9
39,resilience,ICO,82.3
40,resilience,ICO,83.9
41,resilience,ICO,84.1
42,resilience,ICO,84.6
301,resilience,ICO,80.1
302,resilience,ICO,69.5
303,resilience,ICO,76.4
304,resilience,ICO,65.6
305,resilience,ICO,49.2
306,resilience,ICO,75.3
307,resilience,ICO,73.2
308,resilience,ICO,74.5
309,resilience,ICO,82.7
501,resilience,ICO,73.7
502,resilience,ICO,68.7
503,resilience,ICO,75
504,resilience,ICO,79.8
505,resilience,ICO,79.2
506,resilience,ICO,74.9
507,resilience,ICO,65.8
508,resilience,ICO,57.1
509,resilience,ICO,73.4
510,resilience,ICO,76.3
511,resilience,ICO,73.2
512,resilience,ICO,78.2
513,resilience,ICO,66
514,resilience,ICO,82.3
515,resilience,ICO,83.8
516,resilience,ICO,83.3
517,resilience,ICO,84.4
0,score,ICO,78.8
1,score,ICO,85.7
2,score,ICO,84.2
3,score,ICO,83.2
4,score,ICO,82.5
5,score,ICO,86.6
6,score,ICO,84.3
7,score,ICO,73.7
8,score,ICO,73.8
9,score,ICO,83
10,score,ICO,83.2
11,score,ICO,79.6
12,score,ICO,78.8
13,score,ICO,80.5
14,score,ICO,82.9
15,score,ICO,82.6
16,score,ICO,83.2
17,score,ICO,82
18,score,ICO,74.5
19,score,ICO,70.3
20,score,ICO,84.6
21,score,ICO,82.5
22,score,ICO,80.9
23,score,ICO,83.8
24,score,ICO,83.5
25,score,ICO,83.7
26,score,ICO,77.2
27,score,ICO,77.5
28,score,ICO,79.3
29,score,ICO,83.9
30,score,ICO,83.4
31,score,ICO,81.5
32,score,ICO,76.1
33,score,ICO,72.4
34,score,ICO,74.4
35,score,ICO,73.3
36,score,ICO,73.5
37,score,ICO,73.5
38,score,ICO,73.5
39,score,ICO,72
40,score,ICO,72.4
41,score,ICO,72.8
42,score,ICO,72.8
301,score,ICO,78.7
302,score,ICO,82.6
303,score,ICO,80.7
304,score,ICO,81.3
305,score,ICO,75.7
306,score,ICO,83.8
307,score,ICO,81.9
308,score,ICO,79.5
309,score,ICO,74.8
501,score,ICO,84.6
502,score,ICO,83.2
503,score,ICO,85.5
504,score,ICO,73.7
505,score,ICO,83.2
506,score,ICO,79.7
507,score,ICO,82.5
508,score,ICO,73
509,score,ICO,83.4
510,score,ICO,77.2
511,score,ICO,78.5
512,score,ICO,83.1
513,score,ICO,74.2
514,score,ICO,73.4
515,score,ICO,73.5
516,score,ICO,72.3
517,score,ICO,72.8
0,status,ICO,75
1,status,ICO,79
2,status,ICO,79
3,status,ICO,79
4,status,ICO,79
5,status,ICO,79
6,status,ICO,79
7,status,ICO,68
8,status,ICO,68
9,status,ICO,77
10,status,ICO,77
11,status,ICO,77
12,status,ICO,77
13,status,ICO,77
14,status,ICO,81
15,status,ICO,81
16,status,ICO,81
17,status,ICO,81
18,status,ICO,73
19,status,ICO,73
20,status,ICO,81
21,status,ICO,81
22,status,ICO,81
23,status,ICO,81
24,status,ICO,81
25,status,ICO,81
26,status,ICO,72
27,status,ICO,74
28,status,ICO,74
29,status,ICO,79
30,status,ICO,79
31,status,ICO,79
32,status,ICO,72
33,status,ICO,72
34,status,ICO,72
35,status,ICO,68
36,status,ICO,68
37,status,ICO,68
38,status,ICO,68
39,status,ICO,68
40,status,ICO,68
41,status,ICO,68
42,status,ICO,68
301,status,ICO,74.1
302,status,ICO,78.7
303,status,ICO,76.5
304,status,ICO,80.1
305,status,ICO,75.8
306,status,ICO,81
307,status,ICO,79.1
308,status,ICO,76.2
309,status,ICO,69.8
501,status,ICO,79
502,status,ICO,79
503,status,ICO,79
504,status,ICO,68
505,status,ICO,77
506,status,ICO,77
507,status,ICO,81
508,status,ICO,73
509,status,ICO,81
510,status,ICO,72
511,status,ICO,74
512,status,ICO,79
513,status,ICO,72
514,status,ICO,68
515,status,ICO,68
516,status,ICO,68
517,status,ICO,68
0,trend,ICO,NA
1,trend,ICO,NA
2,trend,ICO,NA
3,trend,ICO,NA
4,trend,ICO,NA
5,trend,ICO,NA
6,trend,ICO,NA
7,trend,ICO,NA
8,trend,ICO,NA
9,trend,ICO,NA
10,trend,ICO,NA
11,trend,ICO,NA
12,trend,ICO,NA
13,trend,ICO,NA
14,trend,ICO,NA
15,trend,ICO,NA
16,trend,ICO,NA
17,trend,ICO,NA
18,trend,ICO,NA
19,trend,ICO,NA
20,trend,ICO,NA
21,trend,ICO,NA
22,trend,ICO,NA
23,trend,ICO,NA
24,trend,ICO,NA
25,trend,ICO,NA
26,trend,ICO,NA
27,trend,ICO,NA
28,trend,ICO,NA
29,trend,ICO,NA
30,trend,ICO,NA
31,trend,ICO,NA
32,trend,ICO,NA
33,trend,ICO,NA
34,trend,ICO,NA
35,trend,ICO,NA
36,trend,ICO,NA
37,trend,ICO,NA
38,trend,ICO,NA
39,trend,ICO,NA
40,trend,ICO,NA
41,trend,ICO,NA
42,trend,ICO,NA
301,trend,ICO,NA
302,trend,ICO,NA
303,trend,ICO,NA
304,trend,ICO,NA
305,trend,ICO,NA
306,trend,ICO,NA
307,trend,ICO,NA
308,trend,ICO,NA
309,trend,ICO,NA
501,trend,ICO,NA
502,trend,ICO,NA
503,trend,ICO,NA
504,trend,ICO,NA
505,trend,ICO,NA
506,trend,ICO,NA
507,trend,ICO,NA
508,trend,ICO,NA
509,trend,ICO,NA
510,trend,ICO,NA
511,trend,ICO,NA
512,trend,ICO,NA
513,trend,ICO,NA
514,trend,ICO,NA
515,trend,ICO,NA
516,trend,ICO,NA
517,trend,ICO,NA
0,future,Index,79
1,future,Index,84.2
2,future,Index,83.9
3,future,Index,74.2
4,future,Index,67.5
5,future,Index,66.5
6,future,Index,68
7,future,Index,69.8
8,future,Index,66.2
9,future,Index,73.8
10,future,Index,80.7
11,future,Index,81.4
12,future,Index,75.9
13,future,Index,70.1
14,future,Index,74
15,future,Index,70.9
16,future,Index,64.9
17,future,Index,65.5
18,future,Index,63.9
19,future,Index,39.4
20,future,Index,85.6
21,future,Index,68.1
22,future,Index,54.4
23,future,Index,80.6
24,future,Index,73
25,future,Index,76.1
26,future,Index,87.8
27,future,Index,73.9
28,future,Index,86.7
29,future,Index,88.8
30,future,Index,76.1
31,future,Index,84.9
32,future,Index,88.5
33,future,Index,58.5
34,future,Index,89.4
35,future,Index,91.3
36,future,Index,83.4
37,future,Index,90
38,future,Index,80
39,future,Index,82.5
40,future,Index,73
41,future,Index,78.7
42,future,Index,81.7
301,future,Index,85.1
302,future,Index,77.4
303,future,Index,71.1
304,future,Index,66.2
305,future,Index,55
306,future,Index,80.6
307,future,Index,73.2
308,future,Index,85.1
309,future,Index,81
501,future,Index,84
502,future,Index,74.2
503,future,Index,67.2
504,future,Index,67.6
505,future,Index,79
506,future,Index,74.9
507,future,Index,69.5
508,future,Index,54.9
509,future,Index,74.5
510,future,Index,87.8
511,future,Index,81.2
512,future,Index,84.5
513,future,Index,77
514,future,Index,84.8
515,future,Index,85.3
516,future,Index,76.8
517,future,Index,80.1
0,pressures,Index,NA
1,pressures,Index,NA
2,pressures,Index,NA
3,pressures,Index,NA
4,pressures,Index,NA
5,pressures,Index,NA
6,pressures,Index,NA
7,pressures,Index,NA
8,pressures,Index,NA
9,pressures,Index,NA
10,pressures,Index,NA
11,pressures,Index,NA
12,pressures,Index,NA
13,pressures,Index,NA
14,pressures,Index,NA
15,pressures,Index,NA
16,pressures,Index,NA
17,pressures,Index,NA
18,pressures,Index,NA
19,pressures,Index,NA
20,pressures,Index,NA
21,pressures,Index,NA
22,pressures,Index,NA
23,pressures,Index,NA
24,pressures,Index,NA
25,pressures,Index,NA
26,pressures,Index,NA
27,pressures,Index,NA
28,pressures,Index,NA
29,pressures,Index,NA
30,pressures,Index,NA
31,pressures,Index,NA
32,pressures,Index,NA
33,pressures,Index,NA
34,pressures,Index,NA
35,pressures,Index,NA
36,pressures,Index,NA
37,pressures,Index,NA
38,pressures,Index,NA
39,pressures,Index,NA
40,pressures,Index,NA
41,pressures,Index,NA
42,pressures,Index,NA
301,pressures,Index,NA
302,pressures,Index,NA
303,pressures,Index,NA
304,pressures,Index,NA
305,pressures,Index,NA
306,pressures,Index,NA
307,pressures,Index,NA
308,pressures,Index,NA
309,pressures,Index,NA
501,pressures,Index,NA
502,pressures,Index,NA
503,pressures,Index,NA
504,pressures,Index,NA
505,pressures,Index,NA
506,pressures,Index,NA
507,pressures,Index,NA
508,pressures,Index,NA
509,pressures,Index,NA
510,pressures,Index,NA
511,pressures,Index,NA
512,pressures,Index,NA
513,pressures,Index,NA
514,pressures,Index,NA
515,pressures,Index,NA
516,pressures,Index,NA
517,pressures,Index,NA
0,resilience,Index,NA
1,resilience,Index,NA
2,resilience,Index,NA
3,resilience,Index,NA
4,resilience,Index,NA
5,resilience,Index,NA
6,resilience,Index,NA
7,resilience,Index,NA
8,resilience,Index,NA
9,resilience,Index,NA
10,resilience,Index,NA
11,resilience,Index,NA
12,resilience,Index,NA
13,resilience,Index,NA
14,resilience,Index,NA
15,resilience,Index,NA
16,resilience,Index,NA
17,resilience,Index,NA
18,resilience,Index,NA
19,resilience,Index,NA
20,resilience,Index,NA
21,resilience,Index,NA
22,resilience,Index,NA
23,resilience,Index,NA
24,resilience,Index,NA
25,resilience,Index,NA
26,resilience,Index,NA
27,resilience,Index,NA
28,resilience,Index,NA
29,resilience,Index,NA
30,resilience,Index,NA
31,resilience,Index,NA
32,resilience,Index,NA
33,resilience,Index,NA
34,resilience,Index,NA
35,resilience,Index,NA
36,resilience,Index,NA
37,resilience,Index,NA
38,resilience,Index,NA
39,resilience,Index,NA
40,resilience,Index,NA
41,resilience,Index,NA
42,resilience,Index,NA
301,resilience,Index,NA
302,resilience,Index,NA
303,resilience,Index,NA
304,resilience,Index,NA
305,resilience,Index,NA
306,resilience,Index,NA
307,resilience,Index,NA
308,resilience,Index,NA
309,resilience,Index,NA
501,resilience,Index,NA
502,resilience,Index,NA
503,resilience,Index,NA
504,resilience,Index,NA
505,resilience,Index,NA
506,resilience,Index,NA
507,resilience,Index,NA
508,resilience,Index,NA
509,resilience,Index,NA
510,resilience,Index,NA
511,resilience,Index,NA
512,resilience,Index,NA
513,resilience,Index,NA
514,resilience,Index,NA
515,resilience,Index,NA
516,resilience,Index,NA
517,resilience,Index,NA
0,score,Index,76
1,score,Index,80.2
2,score,Index,80.3
3,score,Index,72.6
4,score,Index,66.4
5,score,Index,64.8
6,score,Index,66.6
7,score,Index,67.3
8,score,Index,63.8
9,score,Index,69.2
10,score,Index,74.2
11,score,Index,80.7
12,score,Index,74.6
13,score,Index,67.5
14,score,Index,73.8
15,score,Index,69.8
16,score,Index,63.9
17,score,Index,64.7
18,score,Index,62.6
19,score,Index,42.2
20,score,Index,83.4
21,score,Index,66.7
22,score,Index,55.1
23,score,Index,78.9
24,score,Index,71
25,score,Index,74
26,score,Index,84.1
27,score,Index,71.1
28,score,Index,83.3
29,score,Index,85.9
30,score,Index,72.2
31,score,Index,83.6
32,score,Index,83.5
33,score,Index,58.7
34,score,Index,87.2
35,score,Index,88.1
36,score,Index,79.1
37,score,Index,85.1
38,score,Index,73.7
39,score,Index,79.2
40,score,Index,68.9
41,score,Index,75.1
42,score,Index,75.8
301,score,Index,82
302,score,Index,75.1
303,score,Index,67.9
304,score,Index,65.1
305,score,Index,55.7
306,score,Index,78.9
307,score,Index,71
308,score,Index,82.9
309,score,Index,75.6
501,score,Index,80.3
502,score,Index,72.6
503,score,Index,65.7
504,score,Index,65.1
505,score,Index,72.9
506,score,Index,73.3
507,score,Index,68.8
508,score,Index,55.1
509,score,Index,72.9
510,score,Index,84.1
511,score,Index,78
512,score,Index,81.8
513,score,Index,74.8
514,score,Index,80.7
515,score,Index,79.7
516,score,Index,72.9
517,score,Index,75.4
0,status,Index,NA
1,status,Index,NA
2,status,Index,NA
3,status,Index,NA
4,status,Index,NA
5,status,Index,NA
6,status,Index,NA
7,status,Index,NA
8,status,Index,NA
9,status,Index,NA
10,status,Index,NA
11,status,Index,NA
12,status,Index,NA
13,status,Index,NA
14,status,Index,NA
15,status,Index,NA
16,status,Index,NA
17,status,Index,NA
18,status,Index,NA
19,status,Index,NA
20,status,Index,NA
21,status,Index,NA
22,status,Index,NA
23,status,Index,NA
24,status,Index,NA
25,status,Index,NA
26,status,Index,NA
27,status,Index,NA
28,status,Index,NA
29,status,Index,NA
30,status,Index,NA
31,status,Index,NA
32,status,Index,NA
33,status,Index,NA
34,status,Index,NA
35,status,Index,NA
36,status,Index,NA
37,status,Index,NA
38,status,Index,NA
39,status,Index,NA
40,status,Index,NA
41,status,Index,NA
42,status,Index,NA
301,status,Index,NA
302,status,Index,NA
303,status,Index,NA
304,status,Index,NA
305,status,Index,NA
306,status,Index,NA
307,status,Index,NA
308,status,Index,NA
309,status,Index,NA
501,status,Index,NA
502,status,Index,NA
503,status,Index,NA
504,status,Index,NA
505,status,Index,NA
506,status,Index,NA
507,status,Index,NA
508,status,Index,NA
509,status,Index,NA
510,status,Index,NA
511,status,Index,NA
512,status,Index,NA
513,status,Index,NA
514,status,Index,NA
515,status,Index,NA
516,status,Index,NA
517,status,Index,NA
0,trend,Index,NA
1,trend,Index,NA
2,trend,Index,NA
3,trend,Index,NA
4,trend,Index,NA
5,trend,Index,NA
6,trend,Index,NA
7,trend,Index,NA
8,trend,Index,NA
9,trend,Index,NA
10,trend,Index,NA
11,trend,Index,NA
12,trend,Index,NA
13,trend,Index,NA
14,trend,Index,NA
15,trend,Index,NA
16,trend,Index,NA
17,trend,Index,NA
18,trend,Index,NA
19,trend,Index,NA
20,trend,Index,NA
21,trend,Index,NA
22,trend,Index,NA
23,trend,Index,NA
24,trend,Index,NA
25,trend,Index,NA
26,trend,Index,NA
27,trend,Index,NA
28,trend,Index,NA
29,trend,Index,NA
30,trend,Index,NA
31,trend,Index,NA
32,trend,Index,NA
33,trend,Index,NA
34,trend,Index,NA
35,trend,Index,NA
36,trend,Index,NA
37,trend,Index,NA
38,trend,Index,NA
39,trend,Index,NA
40,trend,Index,NA
41,trend,Index,NA
42,trend,Index,NA
301,trend,Index,NA
302,trend,Index,NA
303,trend,Index,NA
304,trend,Index,NA
305,trend,Index,NA
306,trend,Index,NA
307,trend,Index,NA
308,trend,Index,NA
309,trend,Index,NA
501,trend,Index,NA
502,trend,Index,NA
503,trend,Index,NA
504,trend,Index,NA
505,trend,Index,NA
506,trend,Index,NA
507,trend,Index,NA
508,trend,Index,NA
509,trend,Index,NA
510,trend,Index,NA
511,trend,Index,NA
512,trend,Index,NA
513,trend,Index,NA
514,trend,Index,NA
515,trend,Index,NA
516,trend,Index,NA
517,trend,Index,NA
0,future,LE,98.3
1,future,LE,100
2,future,LE,100
3,future,LE,100
4,future,LE,82.9
5,future,LE,100
6,future,LE,100
7,future,LE,100
8,future,LE,84.1
9,future,LE,100
10,future,LE,84
11,future,LE,100
12,future,LE,100
13,future,LE,83.8
14,future,LE,100
15,future,LE,100
16,future,LE,83.2
17,future,LE,92.2
18,future,LE,93.2
19,future,LE,NA
20,future,LE,100
21,future,LE,93.1
22,future,LE,NA
23,future,LE,100
24,future,LE,100
25,future,LE,100
26,future,LE,100
27,future,LE,99.9
28,future,LE,100
29,future,LE,100
30,future,LE,95.2
31,future,LE,100
32,future,LE,97.9
33,future,LE,NA
34,future,LE,100
35,future,LE,100
36,future,LE,98.2
37,future,LE,100
38,future,LE,98.3
39,future,LE,100
40,future,LE,98.4
41,future,LE,100
42,future,LE,98.4
301,future,LE,100
302,future,LE,100
303,future,LE,83.8
304,future,LE,92.6
305,future,LE,NA
306,future,LE,100
307,future,LE,100
308,future,LE,100
309,future,LE,97.9
501,future,LE,100
502,future,LE,99.8
503,future,LE,100
504,future,LE,90.1
505,future,LE,88
506,future,LE,93.5
507,future,LE,95.8
508,future,LE,93.2
509,future,LE,98.8
510,future,LE,100
511,future,LE,100
512,future,LE,98.8
513,future,LE,98.9
514,future,LE,98.5
515,future,LE,99.2
516,future,LE,99
517,future,LE,99.3
0,pressures,LE,21.9
1,pressures,LE,15.1
2,pressures,LE,15.6
3,pressures,LE,15.6
4,pressures,LE,19.5
5,pressures,LE,15.1
6,pressures,LE,15.6
7,pressures,LE,15.6
8,pressures,LE,19.5
9,pressures,LE,15.6
10,pressures,LE,19.5
11,pressures,LE,15.1
12,pressures,LE,15.6
13,pressures,LE,19.5
14,pressures,LE,15.1
15,pressures,LE,15.6
16,pressures,LE,19.5
17,pressures,LE,33
18,pressures,LE,33
19,pressures,LE,64.7
20,pressures,LE,15.1
21,pressures,LE,33
22,pressures,LE,64.7
23,pressures,LE,31
24,pressures,LE,34.5
25,pressures,LE,26.3
26,pressures,LE,15.1
27,pressures,LE,34.5
28,pressures,LE,26.3
29,pressures,LE,15.1
30,pressures,LE,14.6
31,pressures,LE,26.3
32,pressures,LE,14.6
33,pressures,LE,64.7
34,pressures,LE,26.3
35,pressures,LE,15.1
36,pressures,LE,14.6
37,pressures,LE,15.1
38,pressures,LE,14.6
39,pressures,LE,15.1
40,pressures,LE,14.6
41,pressures,LE,15.1
42,pressures,LE,14.6
301,pressures,LE,15.1
302,pressures,LE,15.6
303,pressures,LE,19.5
304,pressures,LE,33
305,pressures,LE,64.7
306,pressures,LE,31
307,pressures,LE,34.5
308,pressures,LE,26.3
309,pressures,LE,14.6
501,pressures,LE,15.5
502,pressures,LE,15.6
503,pressures,LE,15.4
504,pressures,LE,18
505,pressures,LE,18.5
506,pressures,LE,17
507,pressures,LE,22.8
508,pressures,LE,44.7
509,pressures,LE,31.5
510,pressures,LE,15.1
511,pressures,LE,29.8
512,pressures,LE,18.3
513,pressures,LE,37.5
514,pressures,LE,14.7
515,pressures,LE,14.9
516,pressures,LE,14.8
517,pressures,LE,14.9
0,resilience,LE,75.5
1,resilience,LE,83.3
2,resilience,LE,69.9
3,resilience,LE,68.7
4,resilience,LE,67.4
5,resilience,LE,80.8
6,resilience,LE,69
7,resilience,LE,80.1
8,resilience,LE,79.7
9,resilience,LE,79.9
10,resilience,LE,78.9
11,resilience,LE,80.9
12,resilience,LE,68.8
13,resilience,LE,76.5
14,resilience,LE,68.6
15,resilience,LE,67
16,resilience,LE,70.2
17,resilience,LE,62.3
18,resilience,LE,70.1
19,resilience,LE,34.7
20,resilience,LE,81.9
21,resilience,LE,69.3
22,resilience,LE,53.7
23,resilience,LE,75.3
24,resilience,LE,73.9
25,resilience,LE,76.6
26,resilience,LE,76.3
27,resilience,LE,71.2
28,resilience,LE,74.7
29,resilience,LE,81.2
30,resilience,LE,78.2
31,resilience,LE,73.6
32,resilience,LE,80.6
33,resilience,LE,48.2
34,resilience,LE,73.9
35,resilience,LE,80.9
36,resilience,LE,82.6
37,resilience,LE,83.8
38,resilience,LE,83.9
39,resilience,LE,82.3
40,resilience,LE,83.9
41,resilience,LE,84.1
42,resilience,LE,84.6
301,resilience,LE,80.1
302,resilience,LE,69.5
303,resilience,LE,76.4
304,resilience,LE,65.6
